,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Greg Joseph,CLE,24,,14,0,,,4,4,7,7,7,5,2,1,20,17,51,85.0%,29,25,86.2%,69,4340,47,68.1%,62.9,,,,,
30,29,Jason Sanders,MIA,23,,16,0,,,7,7,3,3,9,7,1,1,20,18,50,90.0%,36,35,97.2%,70,4395,55,78.6%,62.8,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Cairo Santos,2TM,27,,9,0,1,1,4,4,6,6,6,3,1,,18,14,45,77.8%,23,22,95.7%,49,2977,19,38.8%,60.8,,,,,
33,31,Michael Badgley,LAC,23,,10,0,,,4,4,5,5,5,5,2,1,16,15,59,93.8%,28,27,96.4%,,,,,,,,,,
34,32,Graham Gano,CAR,31,,12,0,,,3,3,5,4,4,4,4,3,16,14,63,87.5%,33,30,90.9%,62,3940,47,75.8%,63.5,,,,,
35,33,Zane Gonzalez,2TM,23,,7,0,,,1,1,4,4,4,2,5,2,14,9,55,64.3%,11,8,72.7%,28,1802,17,60.7%,64.4,,,,,
36,34,Caleb Sturgis,LAC,29,,6,0,,,4,4,2,2,6,3,1,,13,9,49,69.2%,15,9,60.0%,,,,,,1,24,24,0,24.0
37,35,Matthew McCrane,3TM,24,,5,0,,,3,3,2,2,5,3,2,,12,8,47,66.7%,9,9,100.0%,21,1250,5,23.8%,59.5,,,,,
38,36,Phil Dawson,ARI,43,,10,0,,,2,2,2,2,3,1,1,,8,5,43,62.5%,15,15,100.0%,32,1982,14,43.8%,61.9,,,,,
39,37,Mike Nugent,OAK,36,,3,0,,,3,3,,,2,2,1,1,6,6,52,100.0%,5,4,80.0%,14,858,6,42.9%,61.3,,,,,
40,38,Kai Forbath,JAX,31,,3,0,,,2,2,1,1,1,1,1,,5,4,41,80.0%,3,3,100.0%,,,,,,,,,,
41,39,Giorgio Tavecchio,ATL,28,,3,0,,,1,1,,,2,2,2,2,5,5,56,100.0%,8,8,100.0%,,,,,,,,,,
42,40,Sam Ficken,LAR,26,,2,0,,,1,,1,1,1,,,,3,1,34,33.3%,10,10,100.0%,13,804,11,84.6%,61.8,,,,,
43,41,Johnny Hekker,LAR,28,,16,0,,,1,1,,,,,,,1,1,20,100.0%,1,1,100.0%,6,381,2,33.3%,63.5,43,1992,68,0,46.3
44,42,Andy Lee ,ARI,36,,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0,94,4568,64,0,48.6
45,43,Matt Haack,MIA,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,87,3884,65,1,44.6
46,44,Logan Cooke,JAX,23,,16,0,,,,,,,,,,,,,,,,,,10,625,5,50.0%,62.5,86,3872,72,0,45.0
47,45,Britton Colquitt,CLE,33,,16,0,,,,,,,,,,,,,,,,,,1,56,,,56.0,83,3767,79,2,45.4
48,46,Lac Edwards,NYJ,26,,16,0,,,,,,,,,,,,,,,,,,1,56,,,56.0,82,3763,67,0,45.9
49,47,Tress Way,WAS,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,79,3581,63,0,45.3
50,48,Michael Dickson*+,SEA,22,,16,0,,,,,,,,,,,,,,,,,,9,407,,,45.2,78,3759,69,1,48.2
51,49,Trevor Daniel,HOU,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,74,3237,61,0,43.7
52,50,Brett Kern*,TEN,32,,16,0,,,,,,,,,,,,,,,,,,1,43,,,43.0,74,3483,62,1,47.1
53,51,Sam Martin ,DET,28,,16,0,,,,,,,,,,,,,,,,,,73,4459,34,46.6%,61.1,74,3310,61,0,44.7
54,52,Matt Wile,MIN,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3255,70,1,45.2
55,53,Riley Dixon,NYG,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,71,3226,60,0,45.4
56,54,Kevin Huber,CIN,33,,16,0,,,,,,,,,,,,,,,,,,,,,,,71,3119,69,1,43.9
57,55,JK Scott,GNB,23,,16,0,,,,,,,,,,,,,,,,,,1,61,,,61.0,71,3176,67,1,44.7
58,56,Johnny Townsend,OAK,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,70,3022,64,0,43.2
59,57,Bradley Pinion,SFO,24,,16,0,,,,,,,,,,,,,,,,,,77,4963,52,67.5%,64.5,68,2973,64,1,43.7
60,58,Colby Wadman,DEN,23,,12,0,,,,,,,,,,,,,,,,,,,,,,,65,2905,65,0,44.7
61,59,Ryan Allen,NWE,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,64,2885,66,0,45.1
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Jordan Berry ,PIT,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,63,2753,69,0,43.7
64,61,Pat O'Donnell,CHI,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,62,2791,65,1,45.0
65,62,Cameron Johnston,PHI,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,61,2937,68,0,48.1
66,63,Michael Palardy,CAR,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,61,2759,59,0,45.2
67,64,Matthew Bosher,ATL,31,,16,0,,,,,,,,,,,,,,,,,,89,5578,51,57.3%,62.7,60,2729,57,2,45.5
68,65,Chris Jones,DAL,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,60,2670,63,0,44.5
69,66,Sam Koch,BAL,36,,16,0,,,,,,,,,,,,,,,,,,,,,,,60,2842,65,1,47.4
70,67,Bryan Anger,TAM,30,,16,0,,,,,,,,,,,,,,,,,,1,73,,,73.0,57,2567,64,1,45.0
71,68,Rigoberto Sanchez,IND,24,,16,0,,,,,,,,,,,,,,,,,,88,5435,59,67.0%,61.8,57,2629,63,0,46.1
72,69,Donnie Jones ,LAC,38,,12,0,,,,,,,,,,,,,,,,,,,,,,,47,1990,59,0,42.3
73,70,Corey Bojorquez,BUF,22,,8,0,,,,,,,,,,,,,,,,,,,,,,,45,2028,60,1,45.1
74,71,Dustin Colquitt,KAN,36,,16,0,,,,,,,,,,,,,,,,,,1,60,,,60.0,45,2021,67,0,44.9
75,72,Thomas Morstead,NOR,32,,16,0,,,,,,,,,,,,,,,,,,2,95,,,47.5,43,1996,60,0,46.4
76,73,Matt Darr,BUF,26,,5,0,,,,,,,,,,,,,,,,,,,,,,,20,809,55,0,40.5
77,74,Marquette King,DEN,30,,4,0,,,,,,,,,,,,,,,,,,,,,,,20,881,66,0,44.1
78,75,Colton Schmidt,BUF,28,,3,0,,,,,,,,,,,,,,,,,,,,,,,16,676,55,0,42.3
79,76,Drew Kaser,LAC,25,,4,0,,,,,,,,,,,,,,,,,,,,,,,13,629,66,1,48.4
80,77,Ben Roethlisberger,PIT,36,QB,16,16,,,,,,,,,,,,,,,,,,,,,,,1,27,27,0,27.0
