,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Greg Zuerlein,LAR,29,,16,0,,,5,5,9,9,4,3,4,2,22,19,54,86.4%,23,23,100.0%,59,3794,36,61.0%,64.3,,,,,
30,29,Phil Dawson,SFO,41,,16,0,,,4,4,6,6,9,7,2,1,21,18,53,85.7%,34,33,97.1%,41,2304,4,9.8%,56.2,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Andrew Franks,MIA,23,,16,0,,,10,8,6,6,3,1,2,1,21,16,55,76.2%,42,41,97.6%,74,4768,43,58.1%,64.4,,,,,
33,31,Blair Walsh,MIN,26,,9,0,1,1,1,1,6,5,6,4,2,1,16,12,50,75.0%,19,15,78.9%,41,2569,19,46.3%,62.7,,,,,
34,32,Kai Forbath,MIN,29,,7,0,,,5,5,5,5,4,4,1,1,15,15,51,100.0%,14,11,78.6%,38,2363,19,50.0%,62.2,,,,,
35,33,Josh Brown ,NYG,37,,5,0,1,1,3,3,3,3,4,4,1,,12,11,48,91.7%,9,9,100.0%,24,1452,15,62.5%,60.5,,,,,
36,34,Robbie Gould,NYG,34,,10,0,,,3,3,3,3,4,4,,,10,10,47,100.0%,23,20,87.0%,43,2671,19,44.2%,62.1,,,,,
37,35,Randy Bullock,3TM,27,,5,0,,,4,4,2,2,3,2,,,9,8,44,88.9%,10,9,90.0%,23,1450,14,60.9%,63.0,,,,,
38,36,Patrick Murray,CLE,25,,2,0,,,,,1,1,,,1,,2,1,35,50.0%,4,3,75.0%,7,463,4,57.1%,66.1,,,,,
39,37,Bradley Pinion,SFO,22,,16,0,,,,,,,,,,,,,,,,,,31,1955,20,64.5%,63.1,100,4402,65,0,44.0
40,38,Johnny Hekker*+,LAR,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,98,4680,78,0,47.8
41,39,Brad Wing,NYG,25,,16,0,,,,,,,,,,,,,,,,,,1,67,,,67.0,93,4297,63,0,46.2
42,40,Matt Darr,MIA,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,90,3991,66,0,44.3
43,41,Riley Dixon,DEN,23,,16,0,,,,,,,,,,,,,,,,,,2,100,,,50.0,89,4068,68,0,45.7
44,42,Britton Colquitt,CLE,31,,16,0,,,,,,,,,,,,,,,,,,2,125,,,62.5,83,3761,65,0,45.3
45,43,Marquette King,OAK,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,81,3937,72,0,48.6
46,44,Sam Koch,BAL,34,,16,0,,,,,,,,,,,,,,,,,,1,65,,,65.0,80,3665,68,0,45.8
47,45,Kevin Huber,CIN,31,,16,0,,,,,,,,,,,,,,,,,,1,64,,,64.0,78,3613,72,0,46.3
48,46,Brett Kern,TEN,30,,16,0,,,,,,,,,,,,,,,,,,1,59,,,59.0,77,3402,71,0,44.2
49,47,Brad Nortman,JAX,27,,16,0,,,,,,,,,,,,,,,,,,1,54,,,54.0,77,3589,78,0,46.6
50,48,Dustin Colquitt*,KAN,34,,16,0,,,,,,,,,,,,,,,,,,,,,,,76,3427,64,0,45.1
51,49,Lac Edwards,NYJ,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,75,3236,59,1,43.1
52,50,Colton Schmidt,BUF,26,,16,0,,,,,,,,,,,,,,,,,,1,45,,,45.0,75,3183,58,0,42.4
53,51,Jeff Locke,MIN,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,74,3155,72,0,42.6
54,52,Ryan Allen,NWE,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3217,58,0,44.7
55,53,Shane Lechler,HOU,40,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3423,62,0,47.5
56,54,Jon Ryan,SEA,35,,16,0,,,,,,,,,,,,,,,,,,1,65,,,65.0,71,3126,64,1,44.0
57,55,Bryan Anger,TAM,28,,16,0,,,,,,,,,,,,,,,,,,2,97,,,48.5,70,3215,59,0,45.9
58,56,Jordan Berry ,PIT,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,68,3100,64,1,45.6
59,57,Pat O'Donnell,CHI,25,,16,0,,,,,,,,,,,,,,,,,,1,51,,,51.0,68,2994,67,0,44.0
60,58,Donnie Jones ,PHI,36,,16,0,,,,,,,,,,,,,,,,,,,,,,,63,2888,72,0,45.8
61,59,Sam Martin ,DET,26,,16,0,,,,,,,,,,,,,,,,,,78,4819,52,66.7%,61.8,62,3010,63,0,48.5
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Drew Kaser,SDG,23,,16,0,,,,,,,,,,,,,,,,,,1,60,,,60.0,59,2731,69,0,46.3
64,61,Chris Jones,DAL,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,58,2661,66,1,45.9
65,62,Thomas Morstead,NOR,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,57,2751,66,0,48.3
66,63,Jake Schum,GNB,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,56,2420,65,0,43.2
67,64,Pat McAfee*,IND,29,,16,0,,,,,,,,,,,,,,,,,,89,5697,49,55.1%,64.0,55,2711,74,1,49.3
68,65,Tress Way,WAS,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,49,2209,61,0,45.1
69,66,Matthew Bosher,ATL,29,,15,0,,,,,,,,,,,,,,,,,,105,6781,65,61.9%,64.6,44,2060,68,0,46.8
70,67,Andy Lee ,CAR,34,,9,0,,,,,,,,,,,,,,,,,,1,71,,,71.0,36,1769,76,0,49.1
71,68,Michael Palardy,CAR,24,,7,0,,,,,,,,,,,,,,,,,,,,,,,36,1531,56,0,42.5
72,69,Ryan Quigley,ARI,26,,6,0,,,,,,,,,,,,,,,,,,,,,,,34,1416,55,1,41.6
73,70,Drew Butler,ARI,27,,7,0,,,,,,,,,,,,,,,,,,,,,,,32,1350,62,0,42.2
74,71,Matt Wile,2TM,24,,4,0,,,,,,,,,,,,,,,,,,7,455,7,100.0%,65.0,12,553,59,1,46.1
