,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Josh Lambo,JAX,27,,10,0,,,2,2,11,11,5,4,2,2,20,19,56,95.0%,24,22,91.7%,57,3322,22,38.6%,58.3,,,,,
30,29,Mason Crosby,GNB,33,,16,0,,,8,8,4,2,4,4,3,1,19,15,50,78.9%,35,33,94.3%,68,4248,36,52.9%,62.5,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Dustin Hopkins ,WAS,27,,8,0,1,1,7,7,2,2,5,4,2,,17,14,49,82.4%,19,18,94.7%,40,2574,29,72.5%,64.4,,,,,
33,31,Connor Barth,CHI,31,,10,0,1,1,4,4,,,9,5,2,1,16,11,54,68.8%,17,17,100.0%,37,2374,17,45.9%,64.2,,,,,
34,32,Jason Myers,JAX,26,,6,0,,,4,4,3,2,5,5,3,,15,11,47,73.3%,17,15,88.2%,35,2117,26,74.3%,60.5,,,,,
35,33,Nick Rose,2TM,23,,10,0,,,6,6,4,3,2,1,2,1,14,11,55,78.6%,26,23,88.5%,38,2352,24,63.2%,61.9,,,,,
36,34,Nick Novak,LAC,36,,7,0,,,4,4,5,4,2,,2,1,13,9,50,69.2%,18,17,94.4%,,,,,,,,,,
37,35,Mike Nugent,2TM,35,,8,0,,,3,3,4,3,5,4,1,1,13,11,55,84.6%,17,15,88.2%,36,2262,18,50.0%,62.8,,,,,
38,36,Nick Folk,TAM,33,,4,0,,,2,2,2,1,5,2,2,1,11,6,50,54.5%,9,7,77.8%,18,1114,13,72.2%,61.9,,,,,
39,37,Travis Coons,LAC,25,,3,0,,,4,4,3,2,1,1,,,8,7,40,87.5%,6,5,83.3%,,,,,,,,,,
40,38,Younghoe Koo,LAC,23,,4,0,,,2,2,,,4,1,,,6,3,41,50.0%,9,9,100.0%,,,,,,,,,,
41,39,Cairo Santos,2TM,26,,5,0,,,,,4,4,,,1,,5,4,39,80.0%,14,14,100.0%,20,1308,12,60.0%,65.4,,,,,
42,40,Sam Ficken,LAR,25,,2,0,,,2,2,1,,,,,,3,2,23,66.7%,5,4,80.0%,8,511,5,62.5%,63.9,,,,,
43,41,Caleb Sturgis,PHI,28,,1,0,,,,,1,1,1,1,1,1,3,3,50,100.0%,2,1,50.0%,6,374,2,33.3%,62.3,,,,,
44,42,Brad Wing,NYG,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,95,4189,69,2,44.1
45,43,Lac Edwards,NYJ,25,,16,0,,,,,,,,,,,,,,,,,,1,55,,,55.0,94,4378,70,0,46.6
46,44,Shane Lechler,HOU,41,,16,0,,,,,,,,,,,,,,,,,,1,46,,,46.0,92,4507,68,0,49.0
47,45,Jon Ryan,SEA,36,,16,0,,,,,,,,,,,,,,,,,,2,125,,,62.5,92,4141,74,0,45.0
48,46,Kevin Huber,CIN,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,88,4101,63,1,46.6
49,47,Andy Lee ,ARI,35,,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0,88,4159,63,0,47.3
50,48,Brad Nortman,JAX,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,87,3835,65,1,44.1
51,49,Pat O'Donnell,CHI,26,,16,0,,,,,,,,,,,,,,,,,,4,260,2,50.0%,65.0,87,4087,69,0,47.0
52,50,Sam Koch,BAL,35,,16,0,,,,,,,,,,,,,,,,,,,,,,,84,3765,67,1,44.8
53,51,Rigoberto Sanchez,IND,23,,16,0,,,,,,,,,,,,,,,,,,70,4385,46,65.7%,62.6,84,3764,61,1,44.8
54,52,Matt Haack,MIA,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,83,3695,64,0,44.5
55,53,Tress Way,WAS,27,,16,0,,,,,,,,,,,,,,,,,,1,61,,,61.0,83,3794,64,0,45.7
56,54,Britton Colquitt,CLE,32,,16,0,,,,,,,,,,,,,,,,,,1,64,,,64.0,80,3811,67,1,47.6
57,55,Colton Schmidt,BUF,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,79,3529,60,0,44.7
58,56,Brett Kern*,TEN,31,,16,0,,,,,,,,,,,,,,,,,,,,,,,75,3728,74,0,49.7
59,57,Bradley Pinion,SFO,23,,16,0,,,,,,,,,,,,,,,,,,79,5065,64,81.0%,64.1,75,3255,59,0,43.4
60,58,Drew Kaser,LAC,24,,16,0,,,,,,,,,,,,,,,3,1,33.3%,,,,,,74,3558,69,0,48.1
61,59,Riley Dixon,DEN,24,,16,0,,,,,,,,,,,,,,,,,,2,118,,,59.0,73,3331,60,2,45.6
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Michael Palardy,CAR,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,71,3269,63,0,46.0
64,61,Ryan Quigley,MIN,27,,16,0,,,,,,,,,,,,,,,,,,1,51,,,51.0,71,2994,56,0,42.2
65,62,Justin Vogel,GNB,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,71,3155,62,0,44.4
66,63,Marquette King,OAK,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,69,3270,65,0,47.4
67,64,Donnie Jones ,PHI,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,67,3033,62,1,45.3
68,65,Chris Jones,DAL,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,66,2908,62,0,44.1
69,66,Bryan Anger,TAM,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,65,2857,62,1,44.0
70,67,Dustin Colquitt,KAN,35,,16,0,,,,,,,,,,,,,,,,,,1,48,,,48.0,65,2936,77,0,45.2
71,68,Johnny Hekker*+,LAR,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,65,3113,70,0,47.9
72,69,Jordan Berry ,PIT,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,64,2763,62,0,43.2
73,70,Thomas Morstead,NOR,31,,16,0,,,,,,,,,,,,,,,,,,1,65,1,100.0%,65.0,60,2822,68,0,47.0
74,71,Ryan Allen,NWE,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,58,2515,60,0,43.4
75,72,Matthew Bosher,ATL,30,,16,0,,,,,,,,,,,,,,,,,,84,5332,49,58.3%,63.5,53,2379,62,0,44.9
76,73,Sam Martin ,DET,27,,10,0,,,,,,,,,,,,,,,,,,50,3242,25,50.0%,64.8,41,1779,64,0,43.4
77,74,Jeff Locke,DET,28,,5,0,,,,,,,,,,,,,,,,,,23,1485,16,69.6%,64.6,27,1222,54,0,45.3
78,75,Kasey Redfern,DET,26,,1,0,,,,,,,,,,,,,,,,,,1,65,,,65.0,1,50,50,0,50.0
79,76,Jeff Heath,DAL,26,SS,15,15,,,,,,,,,,,,,,,3,2,66.7%,5,308,2,40.0%,61.6,,,,,
80,77,Marshall Koehn,CIN,25,,1,0,,,,,,,,,,,,,,,1,1,100.0%,2,139,1,50.0%,69.5,,,,,
