,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Billy Cundiff,DAL,22,,16,0,,,3,3,7,5,8,4,1,,19,12,48,63.2%,25,25,100.0%,30,1743,1,3.3%,58.1,,,,,
30,29,Jeff Reed,PIT,23,,6,0,,,5,5,5,5,7,6,2,1,19,17,50,89.5%,11,10,90.9%,35,2043,1,2.9%,58.4,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Neil Rackers,CIN,26,,16,0,2,2,5,5,3,3,5,3,3,2,18,15,54,83.3%,32,30,93.8%,64,3526,3,4.7%,55.1,2,17,19,0,8.5
33,31,Shayne Graham,CAR,25,,11,0,1,1,4,2,3,2,8,6,2,2,18,13,50,72.2%,21,21,100.0%,5,330,,,66.0,,,,,
34,32,James Tuthill,2TM,26,,12,0,,,3,3,7,4,5,2,1,1,16,10,53,62.5%,21,20,95.2%,43,2736,3,7.0%,63.6,4,160,53,0,40.0
35,33,Jeff Chandler,SFO,23,,6,0,1,1,2,2,1,1,7,4,1,,12,8,47,66.7%,14,14,100.0%,29,1687,1,3.4%,58.2,,,,,
36,34,Tim Seder,JAX,28,,5,0,,,4,4,3,2,4,2,1,,12,8,43,66.7%,11,11,100.0%,23,1113,,,48.4,,,,,
37,35,Hayden Epstein,2TM,22,,15,0,,,3,3,3,2,2,,1,,9,5,34,55.6%,13,13,100.0%,22,1383,5,22.7%,62.9,,,,,
38,36,Doug Brien,MIN,32,,6,0,,,3,3,1,1,2,1,,,6,5,42,83.3%,7,5,71.4%,15,968,1,6.7%,64.5,,,,,
39,37,Danny Boyd,JAX,24,,4,0,,,3,3,2,2,,,,,5,5,33,100.0%,7,7,100.0%,17,965,,,56.8,,,,,
40,38,John Kasay,CAR,33,,2,0,,,2,2,,,2,,1,,5,2,27,40.0%,5,5,100.0%,,,,,,,,,,
41,39,Jon Hilbert,CAR,27,,1,0,,,,,1,,1,,,,2,,,0.0%,3,3,100.0%,,,,,,,,,,
42,40,Brett Conway,WAS,27,,1,0,,,,,1,1,,,,,1,1,35,100.0%,4,4,100.0%,5,258,,,51.6,,,,,
43,41,Richie Cunningham,JAX,32,,1,0,,,1,1,,,,,,,1,1,23,100.0%,2,2,100.0%,5,245,,,49.0,,,,,
44,42,Michael Husted,KAN,32,,6,0,,,,,1,1,,,,,1,1,38,100.0%,3,3,100.0%,5,297,,,59.4,,,,,
45,43,J.R. Jenkins,BAL,23,,7,0,,,,,,,,,1,,1,,,0.0%,,,,1,69,,,69.0,,,,,
46,44,Chad Stanley ,HOU,26,,16,0,,,,,,,,,,,,,,,,,,1,53,,,53.0,114,4720,62,2,41.4
47,45,Todd Sauerbrun*+,CAR,29,,16,0,,,,,,,,,,,,,,,,,,56,3370,7,12.5%,60.2,104,4735,67,1,45.5
48,46,John Jett,DET,34,,16,0,,,,,,,,,,,,,,,,,,,,,,,91,3838,57,0,42.2
49,47,Tom Tupa,TAM,36,,16,0,,,,,,,,,,,,,,,,,,,,,,,90,3856,71,0,42.8
50,48,Scott Player,ARI,33,,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0,88,3864,58,1,43.9
51,49,Darren Bennett,SDG,37,,16,0,,,,,,,,,,,,,,,,,,1,73,,,73.0,87,3540,63,2,40.7
52,50,Brad Maynard,CHI,28,,16,0,,,,,,,,,,,,,,,,,,1,51,,,51.0,87,3679,75,0,42.3
53,51,Chris Gardocki,CLE,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,81,3388,59,0,41.8
54,52,Chris Hanson*,JAX,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,81,3583,64,0,44.2
55,53,Dave Zastudil,BAL,24,,16,0,,,,,,,,,,,,,,,,,,2,128,,,64.0,81,3368,61,2,41.6
56,54,Josh Bidwell,GNB,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,79,3296,57,0,41.7
57,55,Mitch Berger,STL,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3020,64,0,41.9
58,56,Micah Knorr,2TM,27,,15,0,,,,,,,,,,,,,,,,,,66,4259,7,10.6%,64.5,71,2834,59,0,39.9
59,57,Ken Walter,NWE,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,70,2723,55,1,38.9
60,58,Mark Royals,MIA,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,69,2772,56,0,40.2
61,59,Chris Mohr,ATL,36,,16,0,,,,,,,,,,,,,,,,,,,,,,,67,2804,59,0,41.9
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Brian Moorman,BUF,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,66,2844,84,1,43.1
64,61,Hunter Smith,IND,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,66,2672,69,1,40.5
65,62,Filip Filipovic,DAL,25,,9,0,,,,,,,,,,,,,,,,,,1,59,,,59.0,65,2640,60,1,40.6
66,63,Nick Harris,CIN,24,,15,0,,,,,,,,,,,,,,,,,,,,,,,65,2608,57,1,40.1
67,64,Craig Hentrich,TEN,31,,16,0,,,,,,,,,,,,,,,,,,,,,,,65,2725,56,1,41.9
68,65,Dan Stryzinski,KAN,37,,16,0,,,,,,,,,,,,,,,,,,1,39,,,39.0,64,2422,56,1,37.8
69,66,Matt Allen,NYG,25,,14,0,,,,,,,,,,,,,,,,,,2,120,,,60.0,63,2326,65,0,36.9
70,67,Matt Turk,NYJ,34,,16,0,,,,,,,,,,,,,,,,,,,,,,,63,2584,65,0,41.0
71,68,Kyle Richardson ,MIN,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,62,2474,59,1,39.9
72,69,Jeff Feagles,SEA,36,,16,0,,,,,,,,,,,,,,,,,,,,,,,61,2542,58,0,41.7
73,70,Toby Gowin,NOR,27,,15,0,,,,,,,,,,,,,,,,,,69,4527,6,8.7%,65.6,61,2553,59,0,41.9
74,71,Jason Baker,2TM,24,,13,0,,,,,,,,,,,,,,,,,,,,,,,55,2133,51,0,38.8
75,72,Josh Miller,PIT,32,,14,0,,,,,,,,,,,,,,,,,,,,,,,55,2267,62,1,41.2
76,73,Shane Lechler,OAK,26,,14,0,,,,,,,,,,,,,,,,,,,,,,,53,2251,70,0,42.5
77,74,Sean Landeta,PHI,40,,12,0,,,,,,,,,,,,,,,,,,,,,,,52,2229,63,0,42.9
78,75,Bryan Barker,WAS,38,,12,0,,,,,,,,,,,,,,,,,,,,,,,48,1924,63,0,40.1
79,76,Tom Rouen,3TM,34,,12,0,,,,,,,,,,,,,,,,,,,,,,,44,1888,63,2,42.9
80,77,Bill LaFleur,SFO,26,,5,0,,,,,,,,,,,,,,,,,,,,,,,22,805,60,1,36.6
81,78,Craig Jarrett,WAS,23,,4,0,,,,,,,,,,,,,,,,,,,,,,,20,771,74,1,38.6
82,79,Lee Johnson,PHI,41,,2,0,,,,,,,,,,,,,,,,,,,,,,,14,523,53,0,37.4
83,80,Dirk Johnson ,NOR,27,,1,0,,,,,,,,,,,,,,,,,,,,,,,8,307,55,0,38.4
84,81,Travis Dorsch,CIN,23,,1,0,,,,,,,,,,,,,,,,,,1,40,,,40.0,5,162,46,0,32.4
85,82,Kevin Stemke,OAK,24,,2,0,,,,,,,,,,,,,,,,,,,,,,,5,212,56,1,42.4
